0.000000 1.075095 3
0.976562 1.141979 3
1.964844 1.167252 3
2.992188 1.102062 3
4.015625 1.088291 3
4.996094 1.148742 3
5.988281 1.167666 3
7.015625 1.102642 3
8.023438 1.074592 3
8.984375 1.135179 3
9.953125 1.148811 3
10.972656 1.087462 3
11.980469 1.070805 3
12.957031 1.133513 3
13.960938 1.177001 3
15.011719 1.110891 3
16.035156 1.097830 3
17.015625 1.151954 3
18.000000 1.168338 3
19.003906 1.086426 3
19.980469 1.048629 3
20.941406 1.116787 3
21.929688 1.160843 3
22.957031 1.102453 3
23.976562 1.083291 3
24.988281 1.170207 3
26.011719 1.191472 3
27.027344 1.096531 3
28.007812 1.058865 3
28.984375 1.129479 3
29.972656 1.166437 3
30.960938 1.078195 3
31.945312 1.045922 3
32.953125 1.154694 3
33.984375 1.199496 3
34.992188 1.100204 3
35.984375 1.065579 3
36.992188 1.162394 3
38.000000 1.179845 3
38.976562 1.069372 3
39.953125 1.046574 3
40.968750 1.158124 3
41.992188 1.190239 3
42.980469 1.087002 3
43.976562 1.056321 3
44.992188 1.161200 3
45.996094 1.182990 3
46.960938 1.067798 3
47.945312 1.043468 3
48.964844 1.159229 3
49.976562 1.188647 3
50.968750 1.089152 3
51.976562 1.071274 3
53.003906 1.176412 3
54.000000 1.182442 3
54.972656 1.072340 3
55.960938 1.052088 3
56.968750 1.154531 3
57.964844 1.170842 3
58.957031 1.081494 3
59.972656 1.073774 3
60.992188 1.173313 3
61.984375 1.180152 3
62.964844 1.071475 3
63.964844 1.058986 3
64.968750 1.154166 3
65.957031 1.171954 3
66.957031 1.083521 3
67.984375 1.073249 3
69.000000 1.173970 3
69.992188 1.179827 3
70.980469 1.079238 3
71.980469 1.059735 3
72.968750 1.139707 3
73.945312 1.164034 3
74.937500 1.082075 3
75.949219 1.062048 3
76.968750 1.168848 3
77.984375 1.184155 3
78.992188 1.100080 3
80.000000 1.069740 3
80.996094 1.155930 3
81.984375 1.167935 3
82.960938 1.071372 3
83.941406 1.036114 3
84.937500 1.143865 3
85.949219 1.184269 3
86.957031 1.091640 3
87.960938 1.065812 3
88.988281 1.175338 3
90.011719 1.200000 3
91.000000 1.084801 3
91.972656 1.049011 3
92.964844 1.142872 3
93.960938 1.173393 3
94.941406 1.074629 3
95.925781 1.043242 3
96.945312 1.159178 3
97.972656 1.199805 3
98.980469 1.093412 3
99.980469 1.072291 3
100.988281 1.157316 3
101.988281 1.177599 3
102.972656 1.080534 3
103.957031 1.050844 3
104.953125 1.146284 3
105.949219 1.168576 3
106.949219 1.089731 3
107.957031 1.059862 3
108.964844 1.154937 3
109.968750 1.181615 3
110.972656 1.095542 3
111.980469 1.064636 3
112.976562 1.152876 3
113.972656 1.175535 3
114.968750 1.087112 3
115.968750 1.062800 3
116.960938 1.147642 3
117.953125 1.163893 3
118.949219 1.082290 3
119.957031 1.065412 3
120.960938 1.152715 3
121.964844 1.185203 3
122.976562 1.095754 3
123.984375 1.069972 3
124.980469 1.153497 3
125.976562 1.177122 3
126.968750 1.082423 3
127.957031 1.048786 3
128.945312 1.142764 3
129.945312 1.169124 3
130.949219 1.094522 3
131.957031 1.069929 3
132.972656 1.164242 3
133.988281 1.184323 3
134.992188 1.093825 3
135.984375 1.056535 3
136.968750 1.145598 3
137.957031 1.168356 3
138.945312 1.077450 3
139.937500 1.052739 3
140.941406 1.148746 3
141.953125 1.181731 3
142.972656 1.105388 3
143.984375 1.078162 3
144.988281 1.161146 3
145.980469 1.177639 3
146.968750 1.074205 3
147.957031 1.049788 3
148.945312 1.130802 3
149.933594 1.162350 3
150.945312 1.095473 3
151.964844 1.075630 3
152.968750 1.161932 3
153.968750 1.182821 3
154.976562 1.095195 3
155.980469 1.070776 3
156.964844 1.145210 3
157.945312 1.166203 3
158.949219 1.089420 3
159.964844 1.071361 3
160.960938 1.154465 3
161.953125 1.170369 3
162.964844 1.093871 3
163.976562 1.069426 3
164.964844 1.150475 3
165.949219 1.162815 3
166.949219 1.081527 3
167.964844 1.073463 3
168.964844 1.150201 3
169.957031 1.176282 3
170.964844 1.090279 3
171.972656 1.069750 3
172.968750 1.146841 3
173.953125 1.170179 3
174.953125 1.088684 3
175.964844 1.061727 3
176.960938 1.153958 3
177.949219 1.174168 3
178.953125 1.090250 3
179.968750 1.075632 3
180.968750 1.150582 3
181.953125 1.168807 3
182.957031 1.088121 3
183.976562 1.075248 3
184.972656 1.150715 3
185.945312 1.160701 3
186.945312 1.086599 3
187.964844 1.072815 3
188.960938 1.155524 3
189.937500 1.164556 3
190.945312 1.089494 3
191.980469 1.090746 3
192.984375 1.159680 3
193.953125 1.165896 3
194.949219 1.084575 3
195.972656 1.072593 3
196.960938 1.146832 3
197.921875 1.157220 3
198.917969 1.081103 3
199.957031 1.086996 3
200.972656 1.173639 3
201.957031 1.169351 3
202.957031 1.091547 3
203.984375 1.084409 3
204.984375 1.160124 3
205.941406 1.154138 3
206.917969 1.068590 3
207.933594 1.065604 3
208.949219 1.160363 3
209.929688 1.171960 3
210.925781 1.085242 3
211.960938 1.086925 3
212.992188 1.183904 3
213.968750 1.173500 3
214.941406 1.067796 3
215.953125 1.065094 3
216.964844 1.152776 3
217.925781 1.155948 3
218.898438 1.069920 3
219.925781 1.072885 3
220.964844 1.173427 3
221.953125 1.177052 3
222.937500 1.083376 3
223.964844 1.077592 3
224.980469 1.171728 3
225.941406 1.162501 3
226.906250 1.065490 3
227.917969 1.058801 3
228.937500 1.156645 3
229.925781 1.175540 3
230.925781 1.087202 3
231.957031 1.084955 3
232.976562 1.173356 3
233.957031 1.171850 3
234.933594 1.075530 3
235.933594 1.049920 3
236.929688 1.141760 3
237.914062 1.161471 3
238.914062 1.085079 3
239.937500 1.078915 3
240.953125 1.168900 3
241.949219 1.179262 3
242.949219 1.089787 3
243.949219 1.065901 3
244.937500 1.139461 3
245.917969 1.165305 3
246.917969 1.090229 3
247.933594 1.069451 3
248.933594 1.155102 3
249.933594 1.173870 3
250.945312 1.094958 3
251.960938 1.076127 3
252.941406 1.145410 3
253.921875 1.162625 3
254.929688 1.093926 3
255.941406 1.070039 3
